nCatag1Index	nCatag2Index	nCatag3Index	nFurnitureType	dwFurnitureID	nRepresentID	nBrushModeCnt	szName	nQuality	bInteract	szScaleRange	bNew	bChainPlace	bForTest
2	3	0	1	738	6744		金平脱紫檀柜	1				1	
2	3	0	1	739	6745		赤漆柜	2				1	
2	5	0	1	740	6746		橡木帽椅	1				1	1
2	5	0	1	741	6747		草蒲团	1				1	
2	20	0	1	742	6748		古怪坐垫	1				1	
2	20	0	1	743	6749		蓝染布卷	1				1	
2	8	0	1	744	6750		水波幔·一	4		0.5;1.2		1	1
2	8	0	1	745	6751		水波幔·二	4		0.5;1.2		1	1
2	8	0	1	746	6752		水波幔·三	4		0.5;1.2		1	1
2	8	0	1	747	6753		水波幔·四	4		0.5;1.2		1	1
3	6	0	1	748	6754		竹制风灯	2	1			1	
3	6	0	1	749	6755		天竺石阁阑灯	1	1			1	
3	6	0	1	750	6756		罗浮石仿仓楼灯	1	1			1	
2	11	0	1	751	6757		桑木壁灯	1	1	0.5;1.2		1	
2	11	0	1	752	6758		粗布灯笼	1	1	0.5;1.2		1	
2	11	0	1	753	6759		彩锦卷草灯笼	1	1	0.5;1.2		1	
2	11	0	1	754	6760		悬铜铃灯笼	1	1	0.5;1.2		1	
2	11	0	1	755	6761		潮思蔑编灯笼	3	1	0.5;1.2		1	
2	19	0	1	758	6764		一罐清水	2				1	
2	19	0	1	759	6765		旧石臼	1				1	
2	19	0	1	760	6766		糯米酒	3				1	
2	19	0	1	761	6767		一坛老酒	3				1	
2	19	0	1	762	6768		芦草席	1				1	
2	19	0	1	763	6769		团匾	1				1	
2	19	0	1	764	6770		茯苓散	1				1	
2	19	0	1	765	6771		蔑编竹篮·二	1				1	
2	15	0	1	766	6772		一张纸	1		0.5;1.2		1	
2	8	0	1	767	6773		旧时帘	1		0.5;1.2		1	
2	8	0	1	768	6774		故窗忆·一	1		0.5;1.2		1	
2	8	0	1	769	6775		故窗忆·二	1		0.5;1.2		1	
2	19	0	1	770	6776		蓑衣	1				1	
2	19	0	1	771	6777		斗笠	1				1	
2	16	0	1	772	6778		云山图	1		0.5;1.2		1	
2	16	0	1	773	6779		《兰亭集序》摹本	1		0.5;1.2		1	
2	16	0	1	774	6780		鱼口绫装江雪图	1		0.5;1.2		1	
2	15	0	1	775	6781		越窑兰纹缸	1				1	
2	15	0	1	776	6782		赤漆晾架	2				1	
2	3	0	1	777	6783		设妆奁矮柜	2				1	
2	4	0	1	779	6785		木书案	1				1	
2	19	0	1	781	6787		废旧灶台	2				1	
4	11	0	1	782	6788		粗陶花缸	1	1				
4	11	0	1	783	6789		陶花鼎	1	1				
3	1	0	1	784	6845		柳叶水甘草	3		0.5;1.2		1	
3	1	0	1	786	6847		紫色石竹花	3		0.5;1.2		1	
3	1	0	1	787	6848		六瓣葱莲	3		0.5;1.2		1	
3	1	0	1	788	6849		麦仙翁	3		0.5;1.2		1	
3	1	0	1	789	6850		铃兰	3		0.5;1.2		1	
3	3	1	1	791	6852		朴树一	3		0.5;1.2		1	
3	3	1	1	792	6853		朴树二	3		0.5;1.2		1	
3	3	0	1	793	6854		红花月桃	3		0.5;1.2		1	
3	3	0	1	794	6855		月桃	1		0.5;1.2		1	
3	3	0	1	795	6856		羊齿蕨·二	1		0.5;1.2		1	
3	3	0	1	796	6857		羊齿蕨·三	1		0.5;1.2		1	
3	3	0	1	797	6858		紫色丁香树	3		0.5;1.2		1	
3	3	2	1	798	6859		蔷薇·一	1		0.5;1.2		1	
3	3	2	1	799	6860		蔷薇·二	1		0.5;1.2		1	
3	3	2	1	800	6861		蔷薇·三	2		0.5;1.2		1	
3	3	2	1	801	6862		蔷薇·四	2		0.5;1.2		1	
3	3	0	1	802	6863		木槿	2		0.5;1.2		1	
3	3	0	1	803	6864		栀子树	2		0.5;1.2		1	
3	3	0	1	804	6865		三角梅	1		0.5;1.2		1	
3	3	0	1	805	6866		小丛绿叶珠兰·三	1		0.5;1.2		1	
3	3	3	1	806	6867		小丛红叶珠兰	2		0.5;1.2		1	
3	3	3	1	807	6868		大丛绿叶珠兰·一	1		0.5;1.2		1	
3	3	3	1	808	6869		大丛绿叶珠兰·二	1		0.5;1.2		1	
3	3	3	1	809	6870		大丛黄叶珠兰·一	1		0.5;1.2		1	
3	3	3	1	810	6871		大丛黄叶珠兰·二	1		0.5;1.2		1	
3	3	4	1	811	6872		山茶树·一	1		0.5;1.2		1	
3	3	4	1	812	6873		山茶树·二	1		0.5;1.2		1	
3	3	0	1	813	6874		丛生散尾葵	2		0.5;1.2		1	
3	3	0	1	814	6875		芭蕉树·二	3		0.5;1.2		1	
3	3	0	1	815	6876		蓝叶小檗	4		0.5;1.2		1	
3	2	1	1	816	6877		薜荔·一	1		0.5;1.2		1	
3	2	1	1	817	6878		薜荔·二	1		0.5;1.2		1	
3	2	1	1	818	6879		薜荔·三	1		0.5;1.2		1	
3	2	1	1	819	6880		薜荔·四	1		0.5;1.2		1	
3	2	5	1	820	6881		葎草·一	1		0.5;1.2		1	
3	2	5	1	821	6882		葎草·二	1		0.5;1.2		1	
3	2	5	1	822	6883		葎草·三	1		0.5;1.2		1	
3	2	5	1	823	6884		葎草·四	1		0.5;1.2		1	
3	2	5	1	824	6885		葎草·五	1		0.5;1.2		1	
3	2	6	1	825	6886		蔷薇藤·一	2		0.5;1.2		1	
3	2	6	1	826	6887		蔷薇藤·二	2		0.5;1.2		1	
3	2	6	1	827	6888		蔷薇藤·三	2		0.5;1.2		1	
3	2	6	1	828	6889		蔷薇藤·四	2		0.5;1.2		1	
3	2	6	1	829	6890		蔷薇藤·五	2		0.5;1.2		1	
3	2	6	1	830	6891		蔷薇藤·六	2		0.5;1.2		1	
3	2	6	1	831	6892		蔷薇藤·七	2		0.5;1.2		1	
3	2	6	1	832	6893		蔷薇藤·八	2		0.5;1.2		1	
3	2	6	1	833	6894		蔷薇藤·九	2		0.5;1.2		1	
3	2	9	1	834	6895		紫藤·一	3		0.5;1.2		1	
3	2	9	1	835	6896		紫藤·二	3		0.5;1.2		1	
3	2	9	1	836	6897		紫藤·三	2		0.5;1.2		1	
3	2	9	1	837	6898		紫藤·四	2		0.5;1.2		1	
3	2	9	1	838	6899		紫藤·五	2		0.5;1.2		1	
3	2	11	1	839	6900		野橘藤·一	1		0.5;1.2		1	
3	2	10	1	840	6901		青藤·一	1		0.5;1.2		1	
3	2	10	1	841	6902		青藤·二	1		0.5;1.2		1	
3	2	15	1	842	6903		爬山虎·一	1		0.5;1.2		1	
3	2	15	1	843	6904		爬山虎·二	1		0.5;1.2		1	
3	2	15	1	844	6905		爬山虎·三	1		0.5;1.2		1	
3	2	15	1	845	6906		爬山虎·四	1		0.5;1.2		1	
3	2	15	1	846	6907		爬山虎·五	1		0.5;1.2		1	
3	2	7	1	847	6908		心叶藤·一	1		0.5;1.2		1	
3	2	7	1	848	6909		心叶藤·二	1		0.5;1.2		1	
3	2	7	1	849	6910		心叶藤·三	1		0.5;1.2		1	
3	2	7	1	850	6911		心叶藤·四	1		0.5;1.2		1	
3	2	7	1	851	6912		心叶藤·五	1		0.5;1.2		1	
3	2	7	1	852	6913		心叶藤·六	1		0.5;1.2		1	
3	2	7	1	853	6914		心叶藤·七	1		0.5;1.2		1	
3	2	7	1	854	6915		心叶藤·八	1		0.5;1.2		1	
3	2	4	1	855	6916		巨木山归来·一	4		0.5;1.2		1	
3	2	4	1	856	6917		巨木山归来·二	4		0.5;1.2		1	
3	2	4	1	857	6918		巨木山归来·三	4		0.5;1.2		1	
3	2	4	1	858	6919		巨木山归来·四	4		0.5;1.2		1	
3	1	0	1	859	6920		橙色葵百合	3		0.5;1.2		1	
3	1	0	1	860	6921		无名芳蕨	3		0.5;1.2		1	
3	1	0	1	892	6953		蓝紫混色似秋英	3		0.5;1.2		1	
1	6	1	1	903	7018		江南连廊·一	1					
1	6	1	1	904	7019		江南连廊·二	1					
1	6	1	1	905	7020		江南连廊·三	1					
1	6	1	1	906	7021		江南连廊·四	1					
1	6	1	1	907	7022		江南连廊·五	1					
1	6	1	1	908	7023		江南连廊·六	1					
1	6	1	1	909	7024		江南连廊·七	1					
1	6	1	1	910	7025		江南连廊·八	1					
1	6	1	1	911	7026		江南连廊·九	1					
1	6	1	1	912	7027		江南连廊·十	1					
1	6	1	1	913	7028		江南连廊·十一	1					
1	6	1	1	914	7029		江南连廊·十二	1					
1	8	2	1	1491	43	2	目雷纹石径·连	2					
1	8	3	1	1498	45	2	太湖石径·连	3					
1	8	1	1	915	7030		江南石径·一	1				1	
1	8	1	1	916	7031		江南石径·二	1				1	
1	8	1	1	917	7032		江南石径·三	1				1	
1	8	1	1	918	7033		江南石径·四	1				1	
1	8	1	1	919	7034		江南石径·五	1				1	
1	8	1	1	920	7035		江南石径·六	1				1	
1	8	1	1	921	7036		江南石径·七	1				1	
1	8	1	1	922	7037		江南石径·八	1				1	
1	8	1	1	923	7038		江南石径·九	1				1	
1	8	1	1	924	7039		江南石径·十	1				1	
1	8	1	1	925	7040		江南石径·十一	1				1	
1	8	1	1	926	7041		江南石径·十二	1				1	
1	8	1	1	927	7042		江南石径·十三	1				1	
1	7	1	1	928	7043		江南石板桥·一	1					
1	7	1	1	929	7044		江南石板桥·二	1					
1	7	1	1	930	7045		江南石板桥·三	1					
1	7	1	1	931	7046		江南石板桥·四	1					
1	7	1	1	932	7047		江南石板桥·五	1					
1	7	1	1	933	7048		江南石板桥·六	1					
1	7	1	1	934	7049		江南石板桥·七	1					
1	7	1	1	935	7050		江南石板桥·八	1					
1	7	1	1	936	7051		江南石板桥·九	1					
1	7	1	1	937	7052		江南石板桥·十	1					
1	7	1	1	938	7053		江南石板桥·十一	1					
1	5	2	1	36	229		矮门	1				0	
1	5	2	1	37	230		鸱吻门	1				0	
1	5	2	1	38	231		影月门	1				0	
1	5	2	1	1874	9089		垂栱门	1					
1	5	2	1	939	7054		江南粉墙·一	1					
1	5	2	1	940	7055		江南粉墙·二	1					
1	5	2	1	941	7056		江南粉墙·三	1					
1	5	2	1	942	7057		江南粉墙·四	1					
1	5	2	1	943	7058		江南粉墙·五	1					
1	5	2	1	944	7059		江南粉墙·六	1					
1	5	2	1	945	7060		江南粉墙·七	1					
1	5	2	1	946	7061		江南粉墙·八	1					
1	5	2	1	1412	8058		江南粉墙·九	1					
1	5	2	1	951	7066		江南粉墙·十	1					
1	5	2	1	952	7067		江南粉墙·十一	1					
1	5	2	1	950	7065		江南粉墙·十二	1					
1	5	5	1	954	7069		江南径墙·一	2					
1	5	5	1	955	7070		江南径墙·二	2					
1	5	5	1	956	7071		江南径墙·三	2					
1	5	5	1	957	7072		江南径墙·四	2					
1	5	5	1	958	7073		江南径墙·五	2					
1	5	5	1	959	7074		江南径墙·六	2					
1	5	5	1	39	238		江南径门·一	2					
1	5	5	1	966	7081		江南径门·二	2					
1	5	5	1	953	7068		江南径门·三	2					
1	5	5	1	960	7075		江南径墙·七	2					
1	5	5	1	961	7076		江南径墙·八	2					
1	5	5	1	962	7077		江南径墙·九	2					
1	5	5	1	963	7078		江南径墙·十	2					
1	5	5	1	964	7079		江南径墙·十一	2					
1	5	5	1	965	7080		江南径墙·十二	2					
1	5	5	1	968	7083		江南径墙·十三	2					
1	5	5	1	969	7084		江南径墙·十四	2					
1	5	5	1	971	7086		江南径墙·十五	2					
1	5	5	1	972	7087		江南径墙·十六	2					
1	5	5	1	970	7085		江南径墙·十七	2					
1	5	5	1	973	7088		江南径墙·十八	2					
9	3	0	1	974	7090		4x4米	1				0	
9	3	0	1	975	7091		8x8米	1				0	
9	3	0	1	976	7092		10x10米	1				0	
9	3	0	1	977	7093		15x15米	1				0	
3	10	0	1	1194	27	2	蓼花地墁·连	4				1	
3	10	0	1	1194	7676		蓼花地墁	4		0.5;1.2		1	1
3	10	0	1	1880	28	2	黄花地墁·连	1				1	
3	10	0	1	1880	9096		黄花地墁	1		0.5;1.2		1	1
3	10	0	1	1882	30	2	蓝花地墁·连	2				1	
3	10	0	1	1882	9098		蓝花地墁	2		0.5;1.2		1	1
3	10	0	1	1883	31	2	粉花地墁·连	2				1	
3	10	0	1	1883	9099		粉花地墁	2		0.5;1.2		1	1
3	10	0	1	1884	32	2	白茅地墁·连	1				1	
3	10	0	1	1884	9100		白茅地墁	1		0.5;1.2		1	1
3	10	0	1	1196	33	2	青茅地墁·连	1				1	
3	10	0	1	1196	7678		青茅地墁	1		0.5;1.2		1	1
3	10	0	1	1885	34	2	白菊地墁·连	3				1	
3	10	0	1	1885	9101		白菊地墁	3		0.5;1.2		1	1
3	10	0	1	1886	35	2	醡浆地墁·连	2				1	
3	10	0	1	1886	9102		醡浆地墁	2		0.5;1.2		1	1
3	10	0	1	1887	36	2	兰草地墁·连	3				1	
3	10	0	1	1887	9103		兰草地墁	3		0.5;1.2		1	1
3	8	0	1	982	7095		碧玉之隅	3				0	
3	8	0	1	983	7096		天竺三叠	2				0	
3	8	0	1	984	7097		罗浮独笋假山	2				0	
3	8	0	1	985	7098		太湖独笋假山	2				0	
3	8	0	1	986	7099		樟香旧愿	4				0	
3	8	0	1	987	7100		苦楝秋荫	2				0	
3	8	0	1	988	7101		古榕净思	4				0	
3	8	0	1	989	7102		二月鲜·天竺石	2				0	
3	8	0	1	990	7103		二月鲜·罗浮石	2				0	
4	10	0	1	994	7107		茅厕	2				0	
3	8	0	1	995	7108		罗浮青扶疏井阑	3				0	
3	8	0	1	996	7109		罗浮问名卜井阑	3				0	
3	5	1	1	999	7112		西湖荷花·一	2		0.5;1.2		1	
3	5	1	1	1000	7113		西湖荷花·二	3		0.5;1.2		1	
3	5	1	1	1001	7114		西湖荷花·三	4		0.5;1.2		1	
3	2	3	1	1002	7115		常春藤·一	2		0.5;1.2		1	
3	2	3	1	1003	7116		常春藤·二	2		0.5;1.2		1	
3	2	3	1	1004	7117		常春藤·三	2		0.5;1.2		1	
3	5	0	1	1005	7118		池生蓼花	1		0.5;1.2		1	
3	3	6	1	1006	7119		秦岭毛蕨·一	1		0.5;1.2		1	
3	3	6	1	1007	7120		秦岭毛蕨·二	1		0.5;1.2		1	
3	3	6	1	1008	7121		秦岭毛蕨·三	1		0.5;1.2		1	
3	3	6	1	1009	7122		秦岭毛蕨·四	1		0.5;1.2		1	
3	1	0	1	1010	7123		落花茵·六	1				1	
3	3	0	1	1011	7124		长生玉簪	1		0.5;1.2		1	
3	12	0	1	1012	7125		巫山置石·一	2				1	
3	12	0	1	1013	7126		巫山置石·二	2				1	
3	12	0	1	1014	7127		巫山置石·三	2				1	
3	12	0	1	1015	7128		巫山置石·四	2				1	
3	12	0	1	1016	7129		巫山置石·五	2				1	
3	12	0	1	1017	7130		巫山置石·六	2				1	
3	12	0	1	1018	7131		天竺石笋·一	3				1	
3	12	0	1	1019	7132		罗浮石笋·一	3				1	
3	12	0	1	1020	7133		天竺置石·一	1				1	
3	12	0	1	1021	7134		天竺置石·二	1				1	
2	15	0	1	1023	7136		罗浮石棋局	2				1	
3	11	0	1	1024	7137		竹伞	2				1	
3	11	0	1	1025	7138		东瀛文立牌	2				1	
1	12	1	1	1488	40	2	梵意石栏杆·连	1					
1	12	4	1	1489	41	2	汉白石栏杆·连	2					
1	12	3	1	1490	42	2	翠泠竹篱·连	2					
1	12	2	1	1492	44	2	柴篱·连	4					
1	12	14	1	1540	49	2	箦竹篱·连	3					
1	12	10	1	1541	50	2	杂色竹篱·连	1					
1	12	6	1	1542	51	2	平江石栏杆·连	3					
1	12	8	1	1796	63	2	青竹篱·连	1					
1	12	11	1	1797	64	2	猗竹篱·连	2					
1	12	18	1	1798	65	2	淇竹篱·连	1					
1	12	7	1	1799	66	2	浅芜柴篱·连	1					
1	12	1	1	1458	8196		梵意石栏杆·一	1				0	
1	12	1	1	1459	8197		梵意石栏杆·二	1				0	
1	12	1	1	1460	8198		梵意石栏杆·三	1				0	
1	12	1	1	1461	8199		梵意石栏杆·四	1				0	
1	12	1	1	1462	8200		梵意石栏杆·五	1				0	
1	12	1	1	1463	8201		梵意石栏杆·六	1				0	
1	12	4	1	1464	8202		汉白石栏杆·一	2				0	
1	12	4	1	1465	8203		汉白石栏杆·二	2				0	
1	12	4	1	1466	8204		汉白石栏杆·三	2				0	
1	12	4	1	1467	8205		汉白石栏杆·四	2				0	
1	12	4	1	1468	8206		汉白石栏杆·五	2				0	
1	12	4	1	1469	8207		汉白石栏杆·六	2				0	
1	12	3	1	1470	8208		翠泠竹篱·一	2				0	
1	12	3	1	1471	8209		翠泠竹篱·二	2				0	
1	12	3	1	1472	8210		翠泠竹篱·三	2				0	
1	12	3	1	1473	8211		翠泠竹篱·四	2				0	
1	12	3	1	1474	8212		翠泠竹篱·五	2				0	
1	12	3	1	1475	8213		翠泠竹篱·六	2				0	
1	8	2	1	1476	8214		目雷纹石径·一	2				1	
1	8	2	1	1477	8215		目雷纹石径·二	2				1	
1	8	2	1	1478	8216		目雷纹石径·三	2				1	
1	8	2	1	1479	8217		目雷纹石径·四	2				1	
1	8	2	1	1480	8218		目雷纹石径·五	2				1	
1	8	2	1	1481	8219		目雷纹石径·六	2				1	
1	12	2	1	1211	7693		柴篱·一	4					
1	12	2	1	1482	8220		柴篱·二	4				0	
1	12	2	1	1213	7695		柴篱·三	4					
1	12	2	1	1483	8221		柴篱·四	4				0	
1	12	2	1	1484	8222		柴篱·五	4				0	
1	12	2	1	1485	8223		柴篱·六	4				0	
1	12	2	1	1486	8224		柴篱·七	4				0	
1	12	2	1	1487	8225		柴篱·八	4				0	
1	12	14	1	1521	8251		箦竹篱·一	3					
1	12	14	1	1522	8252		箦竹篱·二	3					
1	12	14	1	1523	8253		箦竹篱·三	3					
1	12	14	1	1524	8254		箦竹篱·四	3					
1	12	14	1	1525	8255		箦竹篱·五	3					
1	12	14	1	1526	8256		箦竹篱·六	3					
1	12	10	1	1527	8257		杂色竹篱·一	1					
1	12	10	1	1528	8258		杂色竹篱·二	1					
1	12	10	1	1529	8259		杂色竹篱·三	1					
1	12	10	1	1530	8260		杂色竹篱·四	1					
1	12	10	1	1531	8261		杂色竹篱·五	1					
1	12	10	1	1532	8262		杂色竹篱·六	1					
1	12	6	1	1533	8263		平江石栏杆·一	3					
1	12	6	1	1534	8264		平江石栏杆·二	3					
1	12	6	1	1535	8265		平江石栏杆·三	3					
1	12	6	1	1536	8266		平江石栏杆·四	3					
1	12	6	1	1537	8267		平江石栏杆·五	3					
1	12	6	1	1538	8268		平江石栏杆·六	3					
3	11	0	1	1034	7147		一捆柴禾	1				1	
2	19	0	1	1035	7148		大桶清水	1				1	
3	3	0	1	1036	7149		南瓜·秧	1		0.5;1.2		1	
3	11	0	1	1037	7150		野蔷薇矮架	2				1	
3	11	0	1	1038	7151		矮茄架	2				1	
3	11	0	1	1039	7152		黄瓜矮架	1				1	
4	10	0	1	1040	7153		水井	3	1			0	
3	3	0	1	1060	7173		枯枫枝	1		0.5;1.2		1	
3	11	0	1	1061	7174		青竹仿杓	2				1	
3	3	5	1	1062	7175		芋苗	1		0.5;1.2		1	
1	12	16	1	1063	7176		卞山石栏杆·一	1					
1	12	16	1	1064	7177		卞山石栏杆·二	1					
2	19	0	1	1065	7178		木桶·四	1				1	
2	19	0	1	1066	7179		一盆沃土	1				1	
3	12	0	1	1067	7180		太湖石笋·一	2				1	
3	12	0	1	1068	7181		太湖石笋·二	2				1	
3	12	0	1	1069	7182		太湖石笋·三	2				1	
3	12	0	1	1182	7295		碎石·一	1				1	
3	12	0	1	1183	7296		碎石·二	1				1	
3	12	0	1	1184	7297		碎石·三	1				1	
3	12	0	1	1229	7711		碎石·四	1				1	
3	12	0	1	1041	7154		碎石·五	1				1	
3	12	0	1	1042	7155		碎石·六	1				1	
1	8	3	1	1496	8226		太湖石径·一	3				1	
1	8	3	1	1497	8227		太湖石径·二	3				1	
1	8	3	1	1498	8228		太湖石径·三	3				1	
1	8	3	1	1499	8229		太湖石径·四	3				1	
1	8	3	1	1500	8230		太湖石径·五	3				1	
1	8	3	1	1501	8231		太湖石径·六	3				1	
1	8	3	1	1514	8244		太湖石径·回	3				1	
3	12	0	1	1052	7165		天竺石围	3				1	
3	12	0	1	1053	7166		天竺石阑	3				1	
2	5	0	1	1054	7167		蕉叶酒胡椅	3				1	
3	8	0	1	1055	7168		贞娘怨	2				0	
2	19	0	1	1056	7169		石碾盘	3				1	
1	8	0	1	1057	7170		青石小径·一	2				1	
3	12	0	1	1058	7171		碎石·七	1				1	
3	12	0	1	1059	7172		碎石·八	1				1	
3	12	0	1	1070	7183		碎石·九	1				1	
2	19	0	1	1071	7184		陶缶	1				1	
2	20	0	1	1072	7185		麻绳挂幔	1				1	
1	12	9	1	1083	7196		林虑石栏杆·一	1					
1	12	9	1	1084	7197		林虑石栏杆·二	1					
3	12	0	1	1198	7680		罗浮置石·七	1				1	
3	12	0	1	1199	7681		罗浮置石·八	1				1	
3	12	0	1	1073	7186		罗浮置石·九	1				1	
3	12	0	1	1074	7187		罗浮置石·十	1				1	
3	11	0	1	1075	7188		竹影蔽	1				1	
3	12	0	1	1076	7189		罗浮石笋·三	2				1	
3	12	0	1	1077	7190		残缺石柱	1				1	
2	19	0	1	1079	7192		几篓野蔷薇	1				1	
3	11	0	1	1080	7193		晾衣架·一	1				1	
2	19	0	1	1081	7194		蔑编竹篮·一	1				1	
2	19	0	1	1082	7195		瓠勺	2				1	
3	11	0	1	1089	7202		茅草堆·一	1				1	
3	11	0	1	1091	7204		茅草堆·二	1				1	
3	11	0	1	1092	7205		两束柴禾	1				1	
2	20	0	1	1093	7206		竹竿	1				1	
3	11	0	1	1094	7207		茶笼竹篱	2				1	
3	11	0	1	1095	7208		铁锹	1				1	
2	20	0	1	1096	7209		木爬架	1				1	
2	11	0	1	1097	7210		锡灯笼	2	1	0.5;1.2		1	
2	19	0	1	1098	7211		板车	2				1	
3	11	0	1	1101	7214		茶簸箩	3				1	
3	11	0	1	1102	7215		蚕架	3				1	
1	9	1	1	1494	46	2	平江石地墁·连	1					
1	9	1	1	1502	8232		平江石地墁·一	1				1	
1	9	1	1	1503	8233		平江石地墁·二	1				1	
1	9	1	1	1504	8234		平江石地墁·三	1				1	
1	9	1	1	1505	8235		平江石地墁·四	1				1	
1	9	1	1	1506	8236		平江石地墁·五	1				1	
1	9	1	1	1507	8237		平江石地墁·六	1				1	
1	9	2	1	1495	47	2	兖石地墁·连	2					
1	9	2	1	1508	8238		兖石地墁·一	2				1	
1	9	2	1	1509	8239		兖石地墁·二	2				1	
1	9	2	1	1510	8240		兖石地墁·三	2				1	
1	9	2	1	1511	8241		兖石地墁·四	2				1	
1	9	2	1	1512	8242		兖石地墁·五	2				1	
1	9	2	1	1513	8243		兖石地墁·六	2				1	
1	9	3	1	1539	48	2	零陵石地墁·连	3					
1	9	3	1	1515	8245		零陵石地墁·一	3				1	
1	9	3	1	1516	8246		零陵石地墁·二	3				1	
1	9	3	1	1517	8247		零陵石地墁·三	3				1	
1	9	3	1	1518	8248		零陵石地墁·四	3				1	
1	9	3	1	1519	8249		零陵石地墁·五	3				1	
1	9	3	1	1520	8250		零陵石地墁·六	3				1	
1	9	3	1	1106	7219		零陵石地墁·微	3				1	
2	19	0	1	1108	7221		琉球清酒	1				1	
3	12	0	1	1109	7222		太湖石笋·四	2				1	
2	11	0	1	1110	7223		长系锡灯笼	2	1	0.5;1.2		1	
2	11	0	1	1111	7224		三叠锡灯笼	2	1	0.5;1.2		1	
3	12	0	1	1112	7225		天竺置石·一	1				1	
3	12	0	1	1113	7226		天竺置石·二	1				1	
3	12	0	1	1114	7227		天竺置石·三	1				1	
3	12	0	1	1115	7228		天竺石笋	2				1	
3	6	0	1	1116	7229		罗浮石仿望楼灯	1	1			1	
3	3	5	1	1117	7230		芋苗·二	1		0.5;1.2		1	
3	3	5	1	1118	7231		芋苗·三	1		0.5;1.2		1	
3	12	0	1	1119	7232		罗浮置石·一	1				1	
3	12	0	1	1120	7233		罗浮置石·二	1				1	
3	12	0	1	1121	7234		罗浮置石·三	1				1	
1	8	0	1	1122	7235		柴径·一	1				1	
3	3	0	1	1123	7236		灌种辛夷	2		0.5;1.2		1	
3	12	0	1	1124	7237		罗浮石柱·一	3				1	
3	12	0	1	1126	7239		罗浮石笋·二	3				1	
1	8	4	1	1130	7243		罗浮石径·一	1				1	
2	15	0	1	1131	7244		数联经卷	1		0.5;1.2		1	
2	15	0	1	1132	7245		彩画山水瓮	1				1	
2	4	0	1	1133	7246		桑木榻足几	1				1	
2	19	0	1	1134	7247		木桶·二	1				1	
2	20	0	1	1136	7249		桑木旗杆	1				1	
3	11	0	1	1137	7250		颓圮桑木架	1				1	
3	11	0	1	1138	7251		葡萄架	2				1	
2	16	0	1	1140	7253		《蒹葭》诗卷	1		0.5;1.2		1	
2	19	0	1	1141	7254		一盆蓼蓝	1				1	
2	16	0	1	1142	7255		錾群鹭罗浮石	2		0.5;1.2		1	
2	19	0	1	1143	7256		小桶清水	2				1	
2	19	0	1	1144	7257		耙子	1				1	
2	19	0	1	1145	7258		铁锹·二	1				1	
2	19	0	1	1146	7259		锄头·一	1				1	
3	11	0	1	1147	7260		马槽	1				1	
2	19	0	1	1148	7261		石药臼	1				1	
2	19	0	1	1149	7262		立地钓竿	1				1	
2	15	0	1	1150	7263		天竺石棋局	2				1	
2	19	0	1	1151	7264		木桶·三	1				1	
2	19	0	1	1152	7265		素烹莲花白	1				1	
2	19	0	1	1153	7266		樱桃肉	1				1	
2	15	0	1	1154	7267		陶卧炉	1		0.5;1.2		1	
2	15	0	1	1155	7268		宜兴点茶组器	4				1	
2	15	0	1	1156	7269		紫笋煎茶组器	4				1	
3	11	0	1	1158	7271		晾衣架·二	1				1	
2	19	0	1	1159	7272		一斗清水	2				1	
2	20	0	1	1160	7273		桑木原材	1				1	
2	19	0	1	1161	7274		时令食材橱	2				1	
2	19	0	1	1162	7275		一竿鲜鱼	2				1	
3	3	0	1	1163	7276		南瓜·瓜	1		0.5;1.2		1	
3	11	0	1	1164	7277		晾衣架·三	2				1	
3	11	0	1	1165	7278		晾衣架·四	1				1	
3	11	0	1	1166	7279		晾衣架·五	1				1	
3	11	0	1	1167	7280		晾衣架·六	1				1	
2	19	0	1	1168	7281		石谷舂	1				1	
2	19	0	1	1169	7282		时令蔬菜架	2				1	
2	15	0	1	1170	7283		闲书	1		0.5;1.2		1	
2	15	0	1	1171	7284		素简	1		0.5;1.2		1	
2	15	0	1	1172	7285		木根茶函几	3				1	
2	15	0	1	1173	7286		杂集数卷	1		0.5;1.2		1	
2	20	0	1	1174	7287		小木踏	1				1	
2	16	0	1	1175	7288		吴绫装山水图	1		0.5;1.2		1	
2	16	0	1	1176	7289		吴绫装大君子图	1		0.5;1.2		1	
2	4	0	1	1177	7290		铜平脱秫酒案	1				1	
2	15	0	1	1178	7291		赤漆桑木棋局	3				1	
3	3	0	1	1179	7292		栀子藤	1		0.5;1.2		1	
3	11	0	1	1180	7293		黄杨根	3				1	
2	4	0	1	1181	7294		赤漆台案	1				1	
3	12	0	1	1185	7298		罗浮石阑·一	3				1	
3	12	0	1	1186	7299		罗浮石阑·二	3				1	
3	12	0	1	1187	7300		巫山石笋·一	2				1	
3	12	0	1	1188	7301		巫山石笋·二	2				1	
3	12	0	1	1189	7302		巫山石笋·三	2				1	
3	12	0	1	1190	7303		罗浮置石·四	1				1	
3	12	0	1	1191	7304		罗浮置石·五	1				1	
3	12	0	1	1192	7305		罗浮置石·六	1				1	
3	12	0	1	1193	7306		天竺置石·四	1				1	
3	12	0	1	1197	7679		罗浮石笋·一	2				1	
3	12	0	1	1200	7682		天竺置石·五	1				1	
3	12	0	1	1201	7683		天竺置石·六	1				1	
3	6	0	1	1202	7684		巫山石灯	2				1	
3	6	0	1	1203	7685		青石灯	1	1			1	
