id,name,icon,category,quality,school,primaryAttribute,score,vitality,spirit,strength,agility,spunk,basicPhysicsShield,basicMagicShield,damageBase,damageRange,attackSpeed,physicsShield,magicShield,dodge,parryBase,parryValue,toughness,attack,heal,crit,critEffect,overcome,haste,hit,strain,huajing,threat,effectId,embed,strengthen,setId,representId,deprecated
34366,醉解敌颅·悲风带,11020,belt,2300,长歌,spirit,2898,624,120,0,0,0,75,94,0,0,0,0,0,0,0,0,214,0,288,0,0,0,0,0,0,223,0,NULL,2D00D52,6,1850,1937,0
34367,醉解敌颅·霜行束腰,11026,belt,2300,霸刀,strength,2898,624,0,120,0,0,94,75,0,0,0,0,0,0,0,0,268,200,0,0,0,0,0,0,0,223,0,NULL,2D02D39,6,1851,1941,0
34368,醉解敌颅·卷河带,11037,belt,2300,蓬莱,agility,2898,624,0,0,120,0,94,75,0,0,0,0,0,0,0,0,268,200,0,0,0,0,0,0,0,223,0,NULL,2D04D39,6,1852,1949,0
34369,醉解敌颅·法身履,10992,shoes,2300,少林,spunk,2898,580,0,0,0,120,75,94,0,0,0,0,0,0,0,0,0,240,0,535,0,0,0,0,0,223,0,NULL,2D53D52,6,1833,1893,0
34370,醉解敌颅·闲主履,10962,shoes,2300,万花,spunk,2898,580,0,0,0,120,75,94,0,0,0,0,0,0,0,0,0,240,0,535,0,0,0,0,0,223,0,NULL,2D50D52,6,1834,1897,0
34371,醉解敌颅·摇影履,10962,shoes,2300,万花,spirit,2898,580,120,0,0,0,75,94,0,0,0,0,0,0,0,0,0,0,259,446,0,0,0,0,0,223,0,NULL,2D52D24,6,1835,1897,0
34372,醉解敌颅·夜杀马靴,10986,shoes,2300,天策,strength,2898,580,0,120,0,0,94,75,0,0,0,0,0,0,0,0,0,200,0,535,0,0,0,0,0,223,0,NULL,2D09D52,6,1836,1901,0
34373,醉解敌颅·常觉靴,11004,shoes,2300,纯阳,spirit,2898,580,120,0,0,0,75,94,0,0,0,0,0,0,0,0,0,240,0,535,0,0,0,0,0,223,0,NULL,2D50D52,6,1837,1905,0
34374,醉解敌颅·见妄靴,11004,shoes,2300,纯阳,agility,2898,580,0,0,120,0,94,75,0,0,0,0,0,0,0,0,0,200,0,535,0,0,0,0,0,223,0,NULL,2D09D52,6,1838,1905,0
34375,醉解敌颅·若耶履,10956,shoes,2300,七秀,spirit,2898,580,120,0,0,0,75,94,0,0,0,0,0,0,0,0,0,240,0,535,0,0,0,0,0,223,0,NULL,2D54D52,6,1839,1909,0
34376,醉解敌颅·螺红履,10956,shoes,2300,七秀,spirit,2898,580,120,0,0,0,75,94,0,0,0,0,0,0,0,0,0,0,259,446,0,0,0,0,0,223,0,NULL,2D52D25,6,1840,1909,0
34377,醉解敌颅·蛮溪履,10974,shoes,2300,五毒,spirit,2898,580,120,0,0,0,75,94,0,0,0,0,0,0,0,0,0,240,0,535,0,0,0,0,0,223,0,NULL,2D57D52,6,1841,1913,0
34378,醉解敌颅·闲游履,10974,shoes,2300,五毒,spirit,2898,580,120,0,0,0,75,94,0,0,0,0,0,0,0,0,0,0,259,446,0,0,0,0,0,223,0,NULL,2D52D30,6,1842,1913,0
34379,醉解敌颅·笑天靴,10980,shoes,2300,唐门,spunk,2898,580,0,0,0,120,75,94,0,0,0,0,0,0,0,0,0,240,0,535,0,0,0,0,0,223,0,NULL,2D09D52,6,1843,1917,0
34380,醉解敌颅·阎罗靴,10980,shoes,2300,唐门,strength,2898,580,0,120,0,0,94,75,0,0,0,0,0,0,0,0,0,200,0,535,0,0,0,0,0,223,0,NULL,2D09D52,6,1844,1917,0
34381,醉解敌颅·照影靴,11016,shoes,2300,藏剑,agility,2898,580,0,0,120,0,94,75,0,0,0,0,0,0,0,0,0,200,0,535,0,0,0,0,0,223,0,NULL,2D09D52,6,1845,1921,0
34382,醉解敌颅·酩酊屐,10968,shoes,2300,丐帮,strength,2898,580,0,120,0,0,94,75,0,0,0,0,0,0,0,0,0,200,0,535,0,0,0,0,0,223,0,NULL,2D09D52,6,1846,1925,0
34383,醉解敌颅·渡魔靴,10998,shoes,2300,明教,spunk,2898,580,0,0,0,120,75,94,0,0,0,0,0,0,0,0,0,240,0,535,0,0,0,0,0,223,0,NULL,2D56D52,6,1847,1929,0
34384,醉解敌颅·历浊战靴,11010,shoes,2300,苍云,agility,2898,580,0,0,120,0,94,75,0,0,0,0,0,0,0,0,0,200,0,535,0,0,0,0,0,223,0,NULL,2D09D52,6,1848,1933,0
34385,醉解敌颅·澹荡履,11022,shoes,2300,长歌,spirit,2898,580,120,0,0,0,75,94,0,0,0,0,0,0,0,0,0,240,0,535,0,0,0,0,0,223,0,NULL,2D54D52,6,1849,1937,0
34386,醉解敌颅·悲风履,11022,shoes,2300,长歌,spirit,2898,580,120,0,0,0,75,94,0,0,0,0,0,0,0,0,0,0,259,446,0,0,0,0,0,223,0,NULL,2D52D25,6,1850,1937,0
34387,醉解敌颅·霜行靴,11028,shoes,2300,霸刀,strength,2898,580,0,120,0,0,94,75,0,0,0,0,0,0,0,0,0,200,0,535,0,0,0,0,0,223,0,NULL,2D09D52,6,1851,1941,0
34388,醉解敌颅·卷河靴,11040,shoes,2300,蓬莱,agility,2898,580,0,0,120,0,94,75,0,0,0,0,0,0,0,0,0,200,0,535,0,0,0,0,0,223,0,NULL,2D09D52,6,1852,1949,0
34389,醉解敌颅·法身裤,10990,bottoms,2300,少林,spunk,4140,828,0,0,0,171,135,169,0,0,0,0,0,0,0,0,0,342,0,0,0,765,0,0,0,319,0,NULL,2D53D01,6,NULL,NULL,0
34390,醉解敌颅·闲主裤,10959,bottoms,2300,万花,spunk,4140,828,0,0,0,171,135,169,0,0,0,0,0,0,0,0,0,342,0,0,0,765,0,0,0,319,0,NULL,2D50D01,6,NULL,NULL,0
34391,醉解敌颅·摇影裤,10959,bottoms,2300,万花,spirit,4140,828,171,0,0,0,135,169,0,0,0,0,0,0,0,0,0,0,678,0,0,0,0,0,0,319,0,NULL,2D00D41,6,NULL,NULL,0
34392,醉解敌颅·夜杀裤,10983,bottoms,2300,天策,strength,4140,828,0,171,0,0,169,135,0,0,0,0,0,0,0,0,0,285,0,0,0,765,0,0,0,319,0,NULL,2D09D02,6,NULL,NULL,0
34393,醉解敌颅·常觉裤,11003,bottoms,2300,纯阳,spirit,4140,828,171,0,0,0,135,169,0,0,0,0,0,0,0,0,0,342,0,0,0,765,0,0,0,319,0,NULL,2D50D00,6,NULL,NULL,0
34394,醉解敌颅·见妄裤,11003,bottoms,2300,纯阳,agility,4140,828,0,0,171,0,169,135,0,0,0,0,0,0,0,0,0,285,0,0,0,765,0,0,0,319,0,NULL,2D09D04,6,NULL,NULL,0
34395,醉解敌颅·若耶裤,10954,bottoms,2300,七秀,spirit,4140,828,171,0,0,0,135,169,0,0,0,0,0,0,0,0,0,342,0,0,0,765,0,0,0,319,0,NULL,2D54D00,6,NULL,NULL,0
34396,醉解敌颅·螺红裤,10954,bottoms,2300,七秀,spirit,4140,828,171,0,0,0,135,169,0,0,0,0,0,0,0,0,0,0,678,0,0,0,0,0,0,319,0,NULL,2D00D41,6,NULL,NULL,0
34397,醉解敌颅·蛮溪裤,10973,bottoms,2300,五毒,spirit,4140,828,171,0,0,0,135,169,0,0,0,0,0,0,0,0,0,342,0,0,0,765,0,0,0,319,0,NULL,2D57D00,6,NULL,NULL,0
34398,醉解敌颅·闲游裤,10973,bottoms,2300,五毒,spirit,4140,828,171,0,0,0,135,169,0,0,0,0,0,0,0,0,0,0,678,0,0,0,0,0,0,319,0,NULL,2D00D41,6,NULL,NULL,0
34399,醉解敌颅·笑天裤,10979,bottoms,2300,唐门,spunk,4140,828,0,0,0,171,135,169,0,0,0,0,0,0,0,0,0,342,0,0,0,765,0,0,0,319,0,NULL,2D09D01,6,NULL,NULL,0
34400,醉解敌颅·阎罗裤,10979,bottoms,2300,唐门,strength,4140,828,0,171,0,0,169,135,0,0,0,0,0,0,0,0,0,285,0,0,0,765,0,0,0,319,0,NULL,2D09D02,6,NULL,NULL,0
34401,醉解敌颅·照影裤,11014,bottoms,2300,藏剑,agility,4140,828,0,0,171,0,169,135,0,0,0,0,0,0,0,0,0,285,0,0,0,765,0,0,0,319,0,NULL,2D09D04,6,NULL,NULL,0
34402,醉解敌颅·酩酊裤,10967,bottoms,2300,丐帮,strength,4140,828,0,171,0,0,169,135,0,0,0,0,0,0,0,0,0,285,0,0,0,765,0,0,0,319,0,NULL,2D09D02,6,NULL,NULL,0
34403,醉解敌颅·渡魔裤,10996,bottoms,2300,明教,spunk,4140,828,0,0,0,171,135,169,0,0,0,0,0,0,0,0,0,342,0,0,0,765,0,0,0,319,0,NULL,2D56D01,6,NULL,NULL,0
34404,醉解敌颅·历浊裤,11009,bottoms,2300,苍云,agility,4140,828,0,0,171,0,169,135,0,0,0,0,0,0,0,0,0,285,0,0,0,765,0,0,0,319,0,NULL,2D09D04,6,NULL,NULL,0
34405,醉解敌颅·澹荡裤,11019,bottoms,2300,长歌,spirit,4140,828,171,0,0,0,135,169,0,0,0,0,0,0,0,0,0,342,0,0,0,765,0,0,0,319,0,NULL,2D54D00,6,NULL,NULL,0
34406,醉解敌颅·悲风裤,11019,bottoms,2300,长歌,spirit,4140,828,171,0,0,0,135,169,0,0,0,0,0,0,0,0,0,0,678,0,0,0,0,0,0,319,0,NULL,2D00D41,6,NULL,NULL,0
34407,醉解敌颅·霜行裤,11027,bottoms,2300,霸刀,strength,4140,828,0,171,0,0,169,135,0,0,0,0,0,0,0,0,0,285,0,0,0,765,0,0,0,319,0,NULL,2D09D02,6,NULL,NULL,0
34408,醉解敌颅·卷河裤,11038,bottoms,2300,蓬莱,agility,4140,828,0,0,171,0,169,135,0,0,0,0,0,0,0,0,0,285,0,0,0,765,0,0,0,319,0,NULL,2D09D04,6,NULL,NULL,0
34409,醉解敌颅·法身冠,10987,hat,2300,少林,spunk,3726,745,0,0,0,154,120,151,0,0,0,0,0,0,0,0,0,308,0,0,0,688,0,0,0,287,0,NULL,2D01D52,6,1833,1893,0
34410,醉解敌颅·闲主帽,10957,hat,2300,万花,spunk,3726,745,0,0,0,154,120,151,0,0,0,0,0,0,0,0,0,308,0,0,0,688,0,0,0,287,0,NULL,2D01D52,6,1834,1897,0
34411,醉解敌颅·摇影帽,10957,hat,2300,万花,spirit,3726,745,154,0,0,0,120,151,0,0,0,0,0,0,0,0,0,0,611,0,0,0,0,0,0,287,0,NULL,2D52D00,6,1835,1897,0
34412,醉解敌颅·夜杀战盔,10981,hat,2300,天策,strength,3726,745,0,154,0,0,151,120,0,0,0,0,0,0,0,0,0,257,0,0,0,688,0,0,0,287,0,NULL,2D02D52,6,1836,1901,0
34413,醉解敌颅·常觉冠,10999,hat,2300,纯阳,spirit,3726,745,154,0,0,0,120,151,0,0,0,0,0,0,0,0,0,308,0,0,0,688,0,0,0,287,0,NULL,2D00D52,6,1837,1905,0
34414,醉解敌颅·见妄冠,10999,hat,2300,纯阳,agility,3726,745,0,0,154,0,151,120,0,0,0,0,0,0,0,0,0,257,0,0,0,688,0,0,0,287,0,NULL,2D04D52,6,1838,1905,0
34415,醉解敌颅·若耶帽,10951,hat,2300,七秀,spirit,3726,745,154,0,0,0,120,151,0,0,0,0,0,0,0,0,0,308,0,0,0,688,0,0,0,287,0,NULL,2D00D52,6,1839,1909,0
34416,醉解敌颅·螺红帽,10951,hat,2300,七秀,spirit,3726,745,154,0,0,0,120,151,0,0,0,0,0,0,0,0,0,0,611,0,0,0,0,0,0,287,0,NULL,2D52D00,6,1840,1909,0
34417,醉解敌颅·蛮溪帽,10969,hat,2300,五毒,spirit,3726,745,154,0,0,0,120,151,0,0,0,0,0,0,0,0,0,308,0,0,0,688,0,0,0,287,0,NULL,2D00D52,6,1841,1913,0
34418,醉解敌颅·闲游冠,10969,hat,2300,五毒,spirit,3726,745,154,0,0,0,120,151,0,0,0,0,0,0,0,0,0,0,611,0,0,0,0,0,0,287,0,NULL,2D52D00,6,1842,1913,0
34419,醉解敌颅·笑天帽,10975,hat,2300,唐门,spunk,3726,745,0,0,0,154,120,151,0,0,0,0,0,0,0,0,0,308,0,0,0,688,0,0,0,287,0,NULL,2D01D52,6,1843,1917,0
34420,醉解敌颅·阎罗帽,10975,hat,2300,唐门,strength,3726,745,0,154,0,0,151,120,0,0,0,0,0,0,0,0,0,257,0,0,0,688,0,0,0,287,0,NULL,2D02D52,6,1844,1917,0
34421,醉解敌颅·照影帽,11011,hat,2300,藏剑,agility,3726,745,0,0,154,0,151,120,0,0,0,0,0,0,0,0,0,257,0,0,0,688,0,0,0,287,0,NULL,2D04D52,6,1845,1921,0
34422,醉解敌颅·酩酊帽,10963,hat,2300,丐帮,strength,3726,745,0,154,0,0,151,120,0,0,0,0,0,0,0,0,0,257,0,0,0,688,0,0,0,287,0,NULL,2D02D52,6,1846,1925,0
34423,醉解敌颅·渡魔兜帽,10993,hat,2300,明教,spunk,3726,745,0,0,0,154,120,151,0,0,0,0,0,0,0,0,0,308,0,0,0,688,0,0,0,287,0,NULL,2D01D52,6,1847,1929,0
34424,醉解敌颅·历浊战盔,11005,hat,2300,苍云,agility,3726,745,0,0,154,0,151,120,0,0,0,0,0,0,0,0,0,257,0,0,0,688,0,0,0,287,0,NULL,2D04D52,6,1848,1933,0
34425,醉解敌颅·澹荡冠,11017,hat,2300,长歌,spirit,3726,745,154,0,0,0,120,151,0,0,0,0,0,0,0,0,0,308,0,0,0,688,0,0,0,287,0,NULL,2D00D52,6,1849,1937,0
34426,醉解敌颅·悲风冠,11017,hat,2300,长歌,spirit,3726,745,154,0,0,0,120,151,0,0,0,0,0,0,0,0,0,0,611,0,0,0,0,0,0,287,0,NULL,2D52D00,6,1850,1937,0
34427,醉解敌颅·霜行冠,11023,hat,2300,霸刀,strength,3726,745,0,154,0,0,151,120,0,0,0,0,0,0,0,0,0,257,0,0,0,688,0,0,0,287,0,NULL,2D02D52,6,1851,1941,0
34428,醉解敌颅·卷河冠,11035,hat,2300,蓬莱,agility,3726,745,0,0,154,0,151,120,0,0,0,0,0,0,0,0,0,257,0,0,0,688,0,0,0,287,0,NULL,2D04D52,6,1852,1949,0
34429,醉解敌颅·法身袈裟,10988,jacket,2300,少林,spunk,4140,828,0,0,0,171,151,188,0,0,0,0,0,0,0,0,0,342,0,765,0,0,0,0,0,319,0,NULL,2D05D17,6,1833,1893,0
34430,醉解敌颅·闲主衣,10958,jacket,2300,万花,spunk,4140,828,0,0,0,171,151,188,0,0,0,0,0,0,0,0,0,342,0,0,0,0,765,0,0,319,0,NULL,2D13D52,6,1834,1897,0
34431,醉解敌颅·摇影衣,10958,jacket,2300,万花,spirit,4140,828,171,0,0,0,151,188,0,0,0,0,0,0,0,0,0,0,370,0,0,0,637,0,0,319,0,NULL,2D52D23,6,1835,1897,0
34432,醉解敌颅·夜杀战甲,10982,jacket,2300,天策,strength,4140,828,0,171,0,0,188,151,0,0,0,0,0,0,0,0,0,285,0,765,0,0,0,0,0,319,0,NULL,2D05D06,6,1836,1901,0
34433,醉解敌颅·常觉袍,11000,jacket,2300,纯阳,spirit,4140,828,171,0,0,0,151,188,0,0,0,0,0,0,0,0,0,342,0,765,0,0,0,0,0,319,0,NULL,2D05D23,6,1837,1905,0
34434,醉解敌颅·见妄袍,11000,jacket,2300,纯阳,agility,4140,828,0,0,171,0,188,151,0,0,0,0,0,0,0,0,0,285,0,765,0,0,0,0,0,319,0,NULL,2D05D06,6,1838,1905,0
34435,醉解敌颅·若耶衫,10952,jacket,2300,七秀,spirit,4140,828,171,0,0,0,151,188,0,0,0,0,0,0,0,0,0,342,0,0,0,0,765,0,0,319,0,NULL,2D14D52,6,1839,1909,0
34436,醉解敌颅·螺红衫,10952,jacket,2300,七秀,spirit,4140,828,171,0,0,0,151,188,0,0,0,0,0,0,0,0,0,0,370,0,0,0,637,0,0,319,0,NULL,2D52D07,6,1840,1909,0
34437,醉解敌颅·蛮溪衫,10970,jacket,2300,五毒,spirit,4140,828,171,0,0,0,151,188,0,0,0,0,0,0,0,0,0,342,0,0,0,0,765,0,0,319,0,NULL,2D28D52,6,1841,1913,0
34438,醉解敌颅·闲游衫,10970,jacket,2300,五毒,spirit,4140,828,171,0,0,0,151,188,0,0,0,0,0,0,0,0,0,0,370,0,0,0,637,0,0,319,0,NULL,2D52D29,6,1842,1913,0
34439,醉解敌颅·笑天衣,10976,jacket,2300,唐门,spunk,4140,828,0,0,0,171,151,188,0,0,0,0,0,0,0,0,0,342,0,765,0,0,0,0,0,319,0,NULL,2D05D06,6,1843,1917,0
34440,醉解敌颅·阎罗衣,10976,jacket,2300,唐门,strength,4140,828,0,171,0,0,188,151,0,0,0,0,0,0,0,0,0,285,0,765,0,0,0,0,0,319,0,NULL,2D05D06,6,1844,1917,0
34441,醉解敌颅·照影衣,11012,jacket,2300,藏剑,agility,4140,828,0,0,171,0,188,151,0,0,0,0,0,0,0,0,0,285,0,765,0,0,0,0,0,319,0,NULL,2D05D06,6,1845,1921,0
34442,醉解敌颅·酩酊衣,10964,jacket,2300,丐帮,strength,4140,828,0,171,0,0,188,151,0,0,0,0,0,0,0,0,0,285,0,765,0,0,0,0,0,319,0,NULL,2D05D06,6,1846,1925,0
34443,醉解敌颅·渡魔衣,10994,jacket,2300,明教,spunk,4140,828,0,0,0,171,151,188,0,0,0,0,0,0,0,0,0,342,0,765,0,0,0,0,0,319,0,NULL,2D05D35,6,1847,1929,0
34444,醉解敌颅·历浊战甲,11006,jacket,2300,苍云,agility,4140,828,0,0,171,0,188,151,0,0,0,0,0,0,0,0,0,285,0,765,0,0,0,0,0,319,0,NULL,2D05D06,6,1848,1933,0
34445,醉解敌颅·澹荡衫,11018,jacket,2300,长歌,spirit,4140,828,171,0,0,0,151,188,0,0,0,0,0,0,0,0,0,342,0,0,0,0,765,0,0,319,0,NULL,2D14D52,6,1849,1937,0
34446,醉解敌颅·悲风衫,11018,jacket,2300,长歌,spirit,4140,828,171,0,0,0,151,188,0,0,0,0,0,0,0,0,0,0,370,0,0,0,637,0,0,319,0,NULL,2D52D07,6,1850,1937,0
34447,醉解敌颅·霜行衣,11024,jacket,2300,霸刀,strength,4140,828,0,171,0,0,188,151,0,0,0,0,0,0,0,0,0,285,0,765,0,0,0,0,0,319,0,NULL,2D05D06,6,1851,1941,0
34448,醉解敌颅·卷河衣,11036,jacket,2300,蓬莱,agility,4140,828,0,0,171,0,188,151,0,0,0,0,0,0,0,0,0,285,0,765,0,0,0,0,0,319,0,NULL,2D05D06,6,1852,1949,0
34449,沧海狂澜·音尘护手,10991,wrist,2300,少林,spunk,2898,580,0,0,0,120,105,132,0,0,0,0,0,0,0,0,0,240,0,0,0,535,0,0,0,223,0,NULL,2D39D12,6,1853,1891,0
34450,沧海狂澜·云桐护手,10961,wrist,2300,万花,spunk,2898,580,0,0,0,120,105,132,0,0,0,0,0,0,0,0,0,240,0,0,0,0,535,0,0,223,0,NULL,2D39D01,6,1854,1895,0
34451,沧海狂澜·寂松护手,10961,wrist,2300,万花,spirit,2898,580,120,0,0,0,105,132,0,0,0,0,0,0,0,0,0,0,259,0,0,0,446,0,0,223,0,NULL,2D23D39,6,1855,1895,0
34452,沧海狂澜·烽秋护手,10985,wrist,2300,天策,strength,2898,580,0,120,0,0,132,105,0,0,0,0,0,0,0,0,0,200,0,0,0,535,0,0,0,223,0,NULL,2D39D18,6,1856,1899,0
34453,沧海狂澜·皓雪护手,11002,wrist,2300,纯阳,spirit,2898,580,120,0,0,0,105,132,0,0,0,0,0,0,0,0,0,240,0,0,0,535,0,0,0,223,0,NULL,2D39D13,6,1857,1903,0
34454,沧海狂澜·傲风护手,11002,wrist,2300,纯阳,agility,2898,580,0,0,120,0,132,105,0,0,0,0,0,0,0,0,0,200,0,0,0,535,0,0,0,223,0,NULL,2D39D18,6,1858,1903,0
34455,沧海狂澜·落烟护手,10955,wrist,2300,七秀,spirit,2898,580,120,0,0,0,105,132,0,0,0,0,0,0,0,0,0,240,0,0,0,0,535,0,0,223,0,NULL,2D39D00,6,1859,1907,0
34456,沧海狂澜·絮烛护手,10955,wrist,2300,七秀,spirit,2898,580,120,0,0,0,105,132,0,0,0,0,0,0,0,0,0,0,259,0,0,0,446,0,0,223,0,NULL,2D07D39,6,1860,1907,0
34457,沧海狂澜·惑梦护手,10972,wrist,2300,五毒,spirit,2898,580,120,0,0,0,105,132,0,0,0,0,0,0,0,0,0,240,0,0,0,0,535,0,0,223,0,NULL,2D39D00,6,1861,1911,0
34458,沧海狂澜·蝶仙护手,10972,wrist,2300,五毒,spirit,2898,580,120,0,0,0,105,132,0,0,0,0,0,0,0,0,0,0,259,0,0,0,446,0,0,223,0,NULL,2D29D39,6,1862,1911,0
34459,沧海狂澜·影幽护手,10977,wrist,2300,唐门,spunk,2898,580,0,0,0,120,105,132,0,0,0,0,0,0,0,0,0,240,0,0,0,535,0,0,0,223,0,NULL,2D39D28,6,1863,1915,0
34460,沧海狂澜·苍星护手,10977,wrist,2300,唐门,strength,2898,580,0,120,0,0,132,105,0,0,0,0,0,0,0,0,0,200,0,0,0,535,0,0,0,223,0,NULL,2D39D18,6,1864,1915,0
34461,沧海狂澜·藏心护手,11015,wrist,2300,藏剑,agility,2898,580,0,0,120,0,132,105,0,0,0,0,0,0,0,0,0,200,0,0,0,535,0,0,0,223,0,NULL,2D39D18,6,1865,1919,0
34462,沧海狂澜·芦庭护手,10966,wrist,2300,丐帮,strength,2898,580,0,120,0,0,132,105,0,0,0,0,0,0,0,0,0,200,0,0,0,535,0,0,0,223,0,NULL,2D39D18,6,1866,1923,0
34463,沧海狂澜·烈刃护手,10997,wrist,2300,明教,spunk,2898,580,0,0,0,120,105,132,0,0,0,0,0,0,0,0,0,240,0,0,0,535,0,0,0,223,0,NULL,2D39D32,6,1867,1927,0
34464,沧海狂澜·征承护手,11008,wrist,2300,苍云,agility,2898,580,0,0,120,0,132,105,0,0,0,0,0,0,0,0,0,200,0,0,0,535,0,0,0,223,0,NULL,2D39D18,6,1868,1931,0
34465,沧海狂澜·寄南护手,11021,wrist,2300,长歌,spirit,2898,580,120,0,0,0,105,132,0,0,0,0,0,0,0,0,0,240,0,0,0,0,535,0,0,223,0,NULL,2D39D00,6,1869,1935,0
34466,沧海狂澜·梨音护手,11021,wrist,2300,长歌,spirit,2898,580,120,0,0,0,105,132,0,0,0,0,0,0,0,0,0,0,259,0,0,0,446,0,0,223,0,NULL,2D07D39,6,1870,1935,0
34467,沧海狂澜·酌锋护手,11025,wrist,2300,霸刀,strength,2898,580,0,120,0,0,132,105,0,0,0,0,0,0,0,0,0,200,0,0,0,535,0,0,0,223,0,NULL,2D39D18,6,1871,1939,0
34468,沧海狂澜·闲舟护手,11039,wrist,2300,蓬莱,agility,2898,580,0,0,120,0,132,105,0,0,0,0,0,0,0,0,0,200,0,0,0,535,0,0,0,223,0,NULL,2D39D18,6,1872,1947,0
34469,沧海狂澜·音尘腰带,10989,belt,2300,少林,spunk,2898,580,0,0,0,120,75,94,0,0,0,0,0,0,0,0,0,240,0,535,0,0,0,0,0,223,0,NULL,2D01D52,6,1853,1891,0
34470,沧海狂澜·云桐腰带,10960,belt,2300,万花,spunk,2898,580,0,0,0,120,75,94,0,0,0,0,0,0,0,0,0,240,0,535,0,0,0,0,0,223,0,NULL,2D01D52,6,1854,1895,0
34471,沧海狂澜·寂松腰带,10960,belt,2300,万花,spirit,2898,580,120,0,0,0,75,94,0,0,0,0,0,0,0,0,0,0,259,446,0,0,0,0,0,223,0,NULL,2D23D52,6,1855,1895,0
34472,沧海狂澜·烽秋腰带,10984,belt,2300,天策,strength,2898,580,0,120,0,0,94,75,0,0,0,0,0,0,0,0,0,200,0,535,0,0,0,0,0,223,0,NULL,2D02D52,6,1856,1899,0
34473,沧海狂澜·皓雪腰带,11001,belt,2300,纯阳,spirit,2898,580,120,0,0,0,75,94,0,0,0,0,0,0,0,0,0,240,0,535,0,0,0,0,0,223,0,NULL,2D00D52,6,1857,1903,0
34474,沧海狂澜·傲风腰带,11001,belt,2300,纯阳,agility,2898,580,0,0,120,0,94,75,0,0,0,0,0,0,0,0,0,200,0,535,0,0,0,0,0,223,0,NULL,2D04D52,6,1858,1903,0
34475,沧海狂澜·落烟腰带,10953,belt,2300,七秀,spirit,2898,580,120,0,0,0,75,94,0,0,0,0,0,0,0,0,0,240,0,535,0,0,0,0,0,223,0,NULL,2D00D52,6,1859,1907,0
34476,沧海狂澜·絮烛腰带,10953,belt,2300,七秀,spirit,2898,580,120,0,0,0,75,94,0,0,0,0,0,0,0,0,0,0,259,446,0,0,0,0,0,223,0,NULL,2D07D52,6,1860,1907,0
34477,沧海狂澜·惑梦腰带,10971,belt,2300,五毒,spirit,2898,580,120,0,0,0,75,94,0,0,0,0,0,0,0,0,0,240,0,535,0,0,0,0,0,223,0,NULL,2D00D52,6,1861,1911,0
34478,沧海狂澜·蝶仙腰带,10971,belt,2300,五毒,spirit,2898,580,120,0,0,0,75,94,0,0,0,0,0,0,0,0,0,0,259,446,0,0,0,0,0,223,0,NULL,2D29D52,6,1862,1911,0
34479,沧海狂澜·影幽腰带,10978,belt,2300,唐门,spunk,2898,580,0,0,0,120,75,94,0,0,0,0,0,0,0,0,0,240,0,535,0,0,0,0,0,223,0,NULL,2D01D52,6,1863,1915,0
34480,沧海狂澜·苍星腰带,10978,belt,2300,唐门,strength,2898,580,0,120,0,0,94,75,0,0,0,0,0,0,0,0,0,200,0,535,0,0,0,0,0,223,0,NULL,2D02D52,6,1864,1915,0
34481,沧海狂澜·藏心腰带,11013,belt,2300,藏剑,agility,2898,580,0,0,120,0,94,75,0,0,0,0,0,0,0,0,0,200,0,535,0,0,0,0,0,223,0,NULL,2D04D52,6,1865,1919,0
34482,沧海狂澜·芦庭腰带,10965,belt,2300,丐帮,strength,2898,580,0,120,0,0,94,75,0,0,0,0,0,0,0,0,0,200,0,535,0,0,0,0,0,223,0,NULL,2D02D52,6,1866,1923,0
34483,沧海狂澜·烈刃腰带,10995,belt,2300,明教,spunk,2898,580,0,0,0,120,75,94,0,0,0,0,0,0,0,0,0,240,0,535,0,0,0,0,0,223,0,NULL,2D01D52,6,1867,1927,0
34484,沧海狂澜·征承腰带,11007,belt,2300,苍云,agility,2898,580,0,0,120,0,94,75,0,0,0,0,0,0,0,0,0,200,0,535,0,0,0,0,0,223,0,NULL,2D04D52,6,1868,1931,0
34485,沧海狂澜·寄南腰带,11020,belt,2300,长歌,spirit,2898,580,120,0,0,0,75,94,0,0,0,0,0,0,0,0,0,240,0,535,0,0,0,0,0,223,0,NULL,2D00D52,6,1869,1935,0
34486,沧海狂澜·梨音腰带,11020,belt,2300,长歌,spirit,2898,580,120,0,0,0,75,94,0,0,0,0,0,0,0,0,0,0,259,446,0,0,0,0,0,223,0,NULL,2D07D52,6,1870,1935,0
34487,沧海狂澜·酌锋腰带,11026,belt,2300,霸刀,strength,2898,580,0,120,0,0,94,75,0,0,0,0,0,0,0,0,0,200,0,535,0,0,0,0,0,223,0,NULL,2D02D52,6,1871,1939,0
34488,沧海狂澜·闲舟腰带,11037,belt,2300,蓬莱,agility,2898,580,0,0,120,0,94,75,0,0,0,0,0,0,0,0,0,200,0,535,0,0,0,0,0,223,0,NULL,2D04D52,6,1872,1947,0
34489,沧海狂澜·音尘靴,10992,shoes,2300,少林,spunk,2898,580,0,0,0,120,75,94,0,0,0,0,0,0,0,0,0,240,0,0,0,535,0,0,0,223,0,NULL,2D39D12,6,1853,1891,0
34490,沧海狂澜·云桐靴,10962,shoes,2300,万花,spunk,2898,580,0,0,0,120,75,94,0,0,0,0,0,0,0,0,0,240,0,0,0,535,0,0,0,223,0,NULL,2D39D13,6,1854,1895,0
